Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode
1288629,2020-06-18 01:49:46,6011382886333463,"fraud_Rohan, White and Aufderhar",misc_net,8.18,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,2bd0654c8f4ac68b019ee4e8b7972968,1371520186,45.205785,-83.503635,0,49777.0
1296214,2020-06-21 08:05:42,3538520143479972,fraud_Buckridge PLC,misc_pos,11.9,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,538f7c1746018bbd71f47a7fe69eb3cc,1371801942,42.262089,-83.378869,0,48184.0
1067858,2020-03-19 07:37:32,213199865312311,fraud_Cummings Group,grocery_net,26.04,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,1944-05-14,85b251048494d25558efbc090c41445b,1363678652,35.627003,-84.366331,0,37846.0
1064560,2020-03-17 15:43:06,30029052116970,fraud_Stark-Koss,home,68.53,Curtis,Young,M,4319 Watson Shoals Suite 658,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,1970-10-09,83bfbf1c8a130c2a6b1fb8ee60884039,1363534986,41.798534,-78.700409,0,16738.0
1131722,2020-04-16 08:08:31,4917187576956394,fraud_Kihn Inc,shopping_pos,7.79,Joel,Rivera,M,121 Solis Summit Apt. 934,Tryon,OK,74875,35.8759,-96.9623,1165,"Psychotherapist, child",1944-11-11,025e2377cf36b2b1067f6f4b65484e80,1366099711,36.787249,-97.946481,0,73771.0
1179761,2020-05-07 18:11:54,38797410705641,"fraud_Bahringer, Bergnaum and Quitzon",home,91.52,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,1971-12-12,7c60b00334e3f8d5c553881e85952481,1367950314,42.778879,-74.64355,0,13459.0
1289688,2020-06-18 15:49:54,370612217861404,fraud_Greenholt Ltd,health_fitness,50.61,Amanda,Fitzgerald,F,298 Kayla Lights,Bristol,PA,19007,40.1159,-74.8536,21125,"Administrator, charities/voluntary organisations",1985-05-25,6bdfceb1b814358a7f1ee6a46c47cd1f,1371570594,40.143112,-75.05279200000001,0,19006.0
1270529,2020-06-11 22:21:31,3518669219150142,fraud_Reynolds-Schinner,misc_pos,15.33,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,45803164cfabcbbd21296aad69d78611,1370989291,39.455056,-83.755758,0,45177.0
1149677,2020-04-24 14:22:48,4653178848915023204,fraud_Jakubowski Inc,home,41.91,Robert,Hall,M,371 Anthony Trail Suite 354,Glade Spring,VA,24340,36.7779,-81.7676,5657,Clinical psychologist,1987-04-29,9b54967aecf9fc22b02afc64e1692d7a,1366813368,36.384237,-81.445214,0,28694.0
1069982,2020-03-20 13:21:39,3589255887819806,fraud_Thiel Ltd,travel,5.74,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,73b96355e3ff2e21f13f33c5a5eae0ee,1363785699,39.837638,-79.01790600000001,0,15552.0
1103708,2020-04-04 14:20:23,180048185037117,fraud_Stark-Koss,home,97.85,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,939dc25ad3638b8e5c7fe3c09ef3cc49,1365085223,39.946304,-74.129023,0,8741.0
1101298,2020-04-03 06:22:01,213113028819344,fraud_Doyle Ltd,grocery_pos,73.54,Melanie,Jimenez,F,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,1959-09-27,908f8995d5a8c92ff6cf2921fac2a417,1364970121,43.522129,-75.020895,0,13494.0
1099187,2020-04-01 23:08:59,4003771737807706,fraud_Dare-Marvin,entertainment,2.2,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,d7b71a4b3120a38eebdc78f917f48e4e,1364857739,35.583305,-92.164053,0,72067.0
1275702,2020-06-14 03:08:17,4158945090781624,"fraud_Lehner, Mosciski and King",misc_net,5.63,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,ca558046954fe615f0a43c66a328b50b,1371179297,41.401697,-80.246872,0,16130.0
1127175,2020-04-14 04:39:29,3546897637165774,"fraud_Herman, Treutel and Dickens",misc_net,1.25,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,1956-05-30,6bdef43215d9bbeb034fabc6dad12c27,1365914369,31.358823,-96.163735,0,75846.0
1081168,2020-03-24 18:51:04,38057513087029,"fraud_Runte, Green and Emard",health_fitness,17.81,Marissa,Clark,F,2677 Byrd Village Suite 035,San Jose,CA,95148,37.3304,-121.7913,973849,Geoscientist,1997-01-18,ee98df222bc8c41abf1c161c368ef522,1364151064,38.313774,-121.000877,0,95640.0
1237939,2020-05-31 17:57:11,4874006077381178,fraud_Bahringer Group,health_fitness,38.96,Patricia,Russell,F,89297 Wilson Green Suite 601,Moscow,IA,52760,41.5646,-91.0859,533,Chief Technology Officer,1990-01-13,737dab3aae0a6ad0e141026a7a16efc3,1370023031,40.879694,-91.339276,0,52623.0
1162263,2020-04-29 16:47:42,4560004149983868183,fraud_Botsford and Sons,home,148.78,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,aedca9fa440401ee2cee79f26b47570f,1367254062,39.111944,-104.12033,0,80832.0
1175277,2020-05-05 12:58:05,2305336922781618,"fraud_Denesik, Powlowski and Pouros",home,2.07,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,1961-02-14,662518ffd1d6200260e02257fbadacf5,1367758685,40.506343,-92.948919,0,63565.0
1065622,2020-03-17 22:22:38,4658117080136,fraud_Kuhic LLC,shopping_net,5.63,Dwayne,Martinez,M,490 Baldwin Alley Apt. 468,Crownpoint,NM,87313,35.7206,-108.0271,5662,IT consultant,1989-04-08,17fd03b996c3b20738e6aad0dace8751,1363558958,35.153653000000006,-107.65897,0,87020.0
1077026,2020-03-23 13:15:39,341546199006537,fraud_Veum-Koelpin,travel,8.52,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,6d1ffcfe08c0351f18fb634ea183f586,1364044539,65.70943199999999,-166.370691,0,
1111319,2020-04-07 05:45:43,4247921790666,fraud_Rempel Inc,shopping_net,9.63,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,a92d79b2c4f8a32675df001422e67f4f,1365313543,40.087236,-82.950796,0,43231.0
1191974,2020-05-12 17:16:03,371985236239474,fraud_Hyatt-Blick,travel,7.06,Benjamin,Martin,M,0495 Baker Manors,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",1949-06-09,740eacf3dd7ae5713adfc8b3809fcc8b,1368378963,42.832835,-76.133335,0,13159.0
1202069,2020-05-17 19:38:45,2283743876903625,"fraud_Langworth, Boehm and Gulgowski",shopping_net,2.41,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,c6ce0d7d9b1fc30a9c48b83fa6b89d7c,1368819525,33.502082,-84.466708,0,30214.0
1169474,2020-05-03 14:12:59,3545109339866548,fraud_Bogisich-Homenick,misc_net,5.6,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,c0109248b31b4def6c88a05b1d93c303,1367590379,33.719054,-91.005386,0,38725.0
1218113,2020-05-24 17:45:11,4562827002127,"fraud_Douglas, Schneider and Turner",shopping_pos,5.15,Christopher,Johnson,M,28711 Kristine Junction Suite 309,Greenville,OH,45331,40.0987,-84.6342,22930,Media planner,1971-11-26,8b0c514d7b2f46c1124cb56d1a256c69,1369417511,40.399,-84.673212,0,45883.0
1258616,2020-06-07 22:55:41,4536996888716062123,"fraud_Dare, Casper and Bartoletti",kids_pets,34.93,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,0bbcd0cef9f85c32d1977eb9b249ad08,1370645741,35.450713,-106.078171,0,87010.0
1267904,2020-06-10 16:44:23,501899453424,"fraud_Schoen, Nienow and Bauch",personal_care,35.78,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1970-01-08,9fb4065cf2b61258b7dc022a19ef3998,1370882663,33.867866,-85.639299,0,36272.0
1078795,2020-03-23 23:58:34,4755696071492,"fraud_Conroy, Balistreri and Gorczany",health_fitness,18.13,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985-06-20,978f714c34c4df31d6ffdee8b463383e,1364083114,32.72825,-96.764401,0,75215.0
1287413,2020-06-17 12:11:41,571314334723,"fraud_Altenwerth, Cartwright and Koss",shopping_net,7.31,Lori,Mclean,F,4548 Werner Wells Apt. 441,Mc Clellandtown,PA,15458,39.8882,-79.8694,2379,"Sales professional, IT",1971-01-19,7548a38287209dfb79b9d796437dd2db,1371471101,40.501618,-80.172802,0,15108.0
1186321,2020-05-10 21:32:46,4450831335606294,"fraud_Turcotte, Batz and Buckridge",health_fitness,32.47,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,1b9448e3f309427733cf778f3fc31c84,1368221566,34.147213,-95.163356,0,74755.0
1082845,2020-03-25 16:16:53,6011388901471808,fraud_Schumm PLC,health_fitness,5.56,Jacqueline,Marsh,F,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,1951-02-05,7d6d37d1b348210f62b9a9ae4fd7fdab,1364228213,40.113837,-80.767284,0,43912.0
1106740,2020-04-05 19:30:05,3521417320836166,fraud_Upton PLC,entertainment,8.55,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,178fcb67e313c7d5599d532b690d8b76,1365190205,39.850861,-86.663353,0,46165.0
1179406,2020-05-07 13:53:45,372382441451095,fraud_Kutch-Wilderman,home,52.55,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,1966-01-21,60b8b2131c4cdd353bc239655d438389,1367934825,41.073288,-74.35237,0,7480.0
1050305,2020-03-11 10:58:53,3534330126107879,fraud_Gutmann-Upton,misc_pos,28.66,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1978-01-15,ff5720255e1b99fc2734f818c156cb92,1362999533,44.747075,-109.195683,0,
1072101,2020-03-21 16:41:35,3556613125071656,fraud_Shields-Wunsch,health_fitness,78.6,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,833ee8dea0ffe618cf61a9e2431b2e00,1363884095,28.48733,-95.496099,0,
1165887,2020-05-01 18:59:22,4587657402165341815,"fraud_Kihn, Brakus and Goyette",personal_care,52.13,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,5524556c0d6f5ddac43fd64c0c731228,1367434762,40.568994,-87.995758,0,60918.0
1068243,2020-03-19 13:55:18,345060451158891,fraud_Waters-Cruickshank,health_fitness,17.97,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",1960-04-03,e43152c86937cd1d4f457c32d74f0b76,1363701318,42.622514,-73.597351,0,12196.0
1159703,2020-04-28 13:42:35,3596217206093829,"fraud_Roob, Conn and Tremblay",shopping_pos,5.98,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,0161155c5ea7656ca38763dce9f1840f,1367156555,41.518338,-91.704766,0,52247.0
1095547,2020-03-31 09:19:11,30407675418785,fraud_Prohaska-Murray,gas_transport,72.27,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,eb90c743a1cbd959c00d4c13089433e9,1364721551,42.385188,-76.839947,0,14891.0
1234046,2020-05-30 09:52:42,4979422371139333,"fraud_Christiansen, Goyette and Schamberger",gas_transport,50.2,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,1935-02-10,94556de00edf4ef739ef2e39b1dcb54c,1369907562,40.74451,-98.937793,0,68840.0
1088167,2020-03-28 18:19:50,4450831335606294,"fraud_Romaguera, Wehner and Tromp",kids_pets,85.32,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,1b9ac8a936849ed680a0eb2f8527ec51,1364494790,34.438853,-95.593751,0,74557.0
1065660,2020-03-17 22:36:01,2657850734909997,"fraud_Schiller, Blanda and Johnson",home,108.27,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,1946-11-01,cd3d5263ad2ccb87e93e702a73638b40,1363559761,42.094996,-83.91355300000001,0,49236.0
1049552,2020-03-10 22:30:32,376012912828093,fraud_Eichmann-Kilback,home,52.56,Nathan,Mayer,M,478 Donovan Corners Apt. 803,Schaumburg,IL,60193,42.0144,-88.0935,92294,Claims inspector/assessor,1969-05-01,991f2e157d210bba1fb93ec7c0e690eb,1362954632,42.781111,-88.882243,0,53563.0
1127739,2020-04-14 10:04:55,4306630852918,fraud_Sporer Inc,gas_transport,68.53,Maureen,Garza,F,169 Edward Inlet,Saint Louis,MO,63131,38.6171,-90.4504,927396,Occupational hygienist,1960-03-12,d1ded39c985d40b498ddd75cf59e7906,1365933895,38.487334,-89.454041,0,62218.0
1155045,2020-04-26 23:45:59,3551217896304745,fraud_Stiedemann Ltd,food_dining,88.44,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,2ec6f76863dbb67bee4e3ab9c03f6945,1367019959,43.884081,-75.36735999999999,0,13327.0
1223015,2020-05-25 23:39:45,3513618443244549,"fraud_Weber, Thiel and Hammes",kids_pets,23.54,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,b29aef47ecdc052c471a654969203817,1369525185,43.728933000000005,-98.203155,0,57363.0
1143299,2020-04-21 07:07:58,4560004149983868183,fraud_Thiel PLC,misc_pos,38.02,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,c9da6c32e0647442b51fbe41da340b86,1366528078,39.839551,-104.100656,0,
1166889,2020-05-02 09:23:44,6523180720198790,"fraud_Stehr, Jewess and Schimmel",misc_net,1.34,Alan,Taylor,M,560 Molina Path,Oakdale,NY,11769,40.7382,-73.1297,9506,"Biochemist, clinical",1953-04-13,3023b7a181b29553f5a655aa2f83cfd7,1367486624,40.878036,-73.169501,0,11780.0
1156464,2020-04-27 13:09:05,630451534402,fraud_Flatley-Durgan,misc_net,159.22,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,0e247f18994c7981b45c47f03c82d6d2,1367068145,46.82589,-86.08359899999999,0,
1263727,2020-06-09 06:30:26,6011893664860915,fraud_Buckridge PLC,misc_pos,71.59,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,8977506c690b417fe85519dae2a6e91b,1370759426,39.027465,-104.048878,0,80835.0
1218609,2020-05-24 20:53:39,4769426683924058915,fraud_Beer-Jast,kids_pets,13.51,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1954-08-22,7a6ec00cffd778fda7ab8ed0ec8fea51,1369428819,40.071228000000005,-78.35045600000001,0,15537.0
1197397,2020-05-15 16:53:45,180048185037117,fraud_Kub-Heaney,health_fitness,40.44,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,d9d40651a167172cda5f8b6e87f82794,1368636825,40.443618,-74.746041,0,8558.0
1137809,2020-04-19 12:45:43,3575540972310993,fraud_Beier LLC,entertainment,80.52,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,2001-06-22,408886dc265442524ec7b7f35a7b51e2,1366375543,33.922575,-89.034302,0,38851.0
1240167,2020-06-01 09:31:12,371284100299909,"fraud_Robel, Cummerata and Prosacco",gas_transport,74.56,Hannah,Thomas,F,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,1976-05-24,e9f90e38bc8f013e06491ce791829984,1370079072,34.964742,-100.529407,0,79251.0
1131431,2020-04-16 02:55:42,4642255475285942,"fraud_Greenholt, Jacobi and Gleason",gas_transport,49.08,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,8289b214f75871d2a5c24cf3ac30f853,1366080942,38.370547,-109.065383,0,81411.0
1288777,2020-06-18 03:47:59,5540636818935089,fraud_Kutch Group,grocery_net,76.48,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1985-04-04,cc38106fe864dfc009135d61c9ece6f9,1371527279,42.739269,-71.480912,0,3062.0
1181295,2020-05-08 14:47:14,30518196150127,fraud_Renner Ltd,home,60.2,Karen,Sullivan,F,6313 Scott Trace,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",1975-06-02,780639b3ff5b331e5264a33719ac56a9,1368024434,40.66855,-87.91943,0,60955.0
1132765,2020-04-16 22:09:38,4777065439639721,fraud_Beier-Hyatt,shopping_pos,165.14,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,1987-04-24,7f641c85fa2cd98195c2185766283c76,1366150178,39.534297,-74.75439300000001,0,8346.0
1128825,2020-04-14 18:06:07,4839043708100390,fraud_Dach-Nader,misc_net,85.04,Meredith,Campbell,F,043 Hanson Turnpike,Hedrick,IA,52563,41.1826,-92.3097,1583,Geochemist,1999-06-28,c77cbb7d4de63462442fc73d288a4aff,1365962767,41.438454,-92.074455,0,52335.0
1226555,2020-05-26 22:08:00,345389171551808,fraud_Kerluke-Abshire,shopping_net,9.46,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,756bec889da2965068b40f7588751aca,1369606080,33.727154,-88.754778,0,39756.0
1060947,2020-03-16 13:33:02,375082648741747,fraud_Eichmann-Kilback,home,14.71,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,907f7d72ea0ae3ae55415e6f5908b01f,1363440782,46.657593,-96.950543,0,58051.0
1190815,2020-05-12 08:48:50,676281772837,"fraud_Watsica, Haag and Considine",shopping_pos,9.62,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25,7457a6eb114aa52191bdabbf580b1d7f,1368348530,30.87522,-84.34546800000001,0,39897.0
1249606,2020-06-04 12:07:28,379141394109214,fraud_Lynch-Mohr,travel,6.41,Gerald,Anthony,M,252 Melissa Rapids Suite 944,Monetta,SC,29105,33.8084,-81.5956,1514,Chief Strategy Officer,1966-12-15,d68939d45f2ca75f6f19e69900d209e9,1370347648,33.218134,-82.37903399999999,0,30833.0
1265384,2020-06-09 17:00:39,4586810168620942,fraud_Larkin Ltd,kids_pets,141.66,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,61ad0f363bd69fd173c0f49d0ea96111,1370797239,31.704578,-80.267388,0,
1105648,2020-04-05 11:14:28,2706977570537524,"fraud_Quitzon, Green and Bashirian",shopping_pos,153.78,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,86f113c93aa116faa8be270c0dd46e5d,1365160468,39.170081,-82.450804,0,45634.0
1156828,2020-04-27 15:13:17,4859525594182537,fraud_McDermott-Rice,misc_pos,1.49,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,e050a32a9693b2d1048d10500f6ca1d3,1367075597,42.330552,-74.793966,0,13739.0
1232367,2020-05-29 16:45:30,3596217206093829,"fraud_Konopelski, Schneider and Hartmann",food_dining,7.41,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,7d3a25ff80e44988b1a87fd3b6b73cdc,1369845930,40.870235,-91.16347,0,52655.0
1050944,2020-03-11 19:42:32,180048185037117,fraud_Collier LLC,home,49.25,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,796f068af2dee24a3d795e042aa712e7,1363030952,40.94914,-74.238272,0,7470.0
1111280,2020-04-07 05:25:03,6569097840281287,fraud_Keeling-Crist,misc_pos,6.09,Steven,Johnson,M,7470 John Tunnel Suite 937,Aurora,CO,80014,39.6662,-104.835,389246,"Scientist, marine",1969-12-12,fdc1fba40ab3c384326b6d346836cf6e,1365312303,39.30126,-105.275424,0,80470.0
1276753,2020-06-14 12:32:42,676102124465,fraud_Botsford Ltd,shopping_pos,7.88,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,20a717d391ef3fd7a3817a3f71205e1b,1371213162,39.131946,-121.990362,0,95912.0
1265841,2020-06-09 19:20:42,4452366298769043,fraud_Waters-Cruickshank,health_fitness,15.28,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,1978-03-04,f7e61e1a72fc33a76dc80d6eec5d034b,1370805642,31.927933000000003,-96.279514,0,75859.0
1041369,2020-03-08 07:21:44,4658490815480264,fraud_Goyette Inc,shopping_net,8.03,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,1945-11-04,0e08c1381ec956af38e2f3a3be20f80f,1362727304,40.777148,-79.596413,0,16228.0
1136780,2020-04-19 01:39:56,2252055259910912,fraud_Jewess LLC,shopping_pos,133.21,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,3171db3d2cafd4f87c8e112beffc1d7b,1366335596,43.985063,-90.649319,0,54660.0
1125198,2020-04-13 14:51:29,3519232971341141,fraud_Weimann-Lockman,kids_pets,31.31,Michael,Jones,M,754 Smith Isle,Amsterdam,OH,43903,40.4731,-80.9596,2208,Mental health nurse,1961-09-10,f0dc1cd5f34412e3e8ffb5d433ee4935,1365864689,39.805431,-81.58233299999999,0,43732.0
1128418,2020-04-14 15:28:33,4497451418073897078,fraud_Zboncak Ltd,food_dining,31.49,Elizabeth,Glover,F,246 Stewart Green Suite 149,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,6fed7d148f001a9d8cd968d16b048caf,1365953313,31.595307,-91.491007,0,71373.0
